user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
165680505,2076423947,com.apple.AppStore,false,false,false,2022-08-15T22:53:19.000Z,2022-08-15T22:53:19.000Z
165680505,2076423947,com.apple.mobilemail,false,false,false,2023-03-27T15:33:35.000Z,2023-03-27T15:33:35.000Z
165680505,2076423947,com.linkedin.LinkedIn,false,false,false,2022-09-25T14:54:28.000Z,2022-09-25T14:54:28.000Z
165680505,2076423947,com.fitbit.FitbitMobile,false,false,false,2022-07-27T13:09:01.000Z,2022-07-27T13:09:01.000Z
165680505,2076423947,com.atebits.Tweetie2,false,false,false,2022-08-02T14:02:09.000Z,2022-08-02T14:02:09.000Z
165680505,2076423947,com.apple.reminders,false,false,false,2022-07-27T13:09:01.000Z,2022-07-27T13:09:01.000Z
165680505,2076423947,com.facebook.Facebook,false,false,false,2022-08-22T19:25:01.000Z,2022-08-22T19:25:01.000Z
165680505,2076423947,com.tumblr.tumblr,false,false,false,2022-11-06T23:45:10.000Z,2022-11-06T23:45:10.000Z
165680505,2076423947,com.google.Gmail,false,false,false,2023-01-14T21:23:47.000Z,2023-01-14T21:23:47.000Z
165680505,2076423947,com.facebook.Messenger,false,false,false,2022-11-02T21:49:38.000Z,2022-11-02T21:49:38.000Z
165680505,2076423947,com.amazon.Amazon,false,false,false,2022-07-27T03:39:50.000Z,2022-07-27T03:39:50.000Z
165680505,2076423947,com.nextdoor.nextdoor,false,false,false,2022-09-06T06:51:25.000Z,2022-09-06T06:51:25.000Z
165680505,2076423947,com.calm.calmapp,false,false,false,2023-04-08T22:05:39.000Z,2023-04-08T22:05:39.000Z
165680505,2076423947,pinterest,false,false,false,2022-07-28T17:09:16.000Z,2022-07-28T17:09:16.000Z
165680505,2076423947,net.whatsapp.WhatsApp,false,false,false,2022-08-05T00:14:30.000Z,2022-08-05T00:14:30.000Z
165680505,2076423947,com.burbn.instagram,false,false,false,2022-07-26T21:19:30.000Z,2022-07-26T21:19:30.000Z
165680505,2076423947,com.apple.tips,false,false,false,2022-08-07T18:43:58.000Z,2022-08-07T18:43:58.000Z
165680505,2076423947,com.yourcompany.PPClient,false,false,false,2023-10-08T13:39:02.000Z,2023-10-08T13:39:02.000Z
165680505,2076423947,com.tinyspeck.chatlyio,false,false,false,2022-07-26T20:05:26.000Z,2022-07-26T20:05:26.000Z
165680505,2076423947,com.toyopagroup.picaboo,false,false,false,2022-07-26T20:49:15.000Z,2022-07-26T20:49:15.000Z
165680505,2076423947,com.apple.facetime,false,false,false,2022-08-02T14:17:17.000Z,2022-08-02T14:17:17.000Z
165680505,2076423947,com.google.Maps,false,false,false,2022-07-30T03:18:44.000Z,2022-07-30T03:18:44.000Z
165680505,2076423947,com.apple.cmas,false,false,false,2022-12-26T09:38:18.000Z,2022-12-26T09:38:18.000Z
165680505,2076423947,com.apple.Maps,false,false,false,2022-08-06T15:11:52.000Z,2022-08-06T15:11:52.000Z
165680505,2076423947,com.untappdllc.com,false,false,false,2022-08-04T16:24:35.000Z,2022-08-04T16:24:35.000Z
